prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnfchapter,bnftext,databasebuild
44159,18075611000001104,98449020,1373,Solpadeine Max soluble tablets (Omega Pharma Ltd),Caffeine/Codeine phosphate/Paracetamol,30mg + 12.8mg + 500mg,Effervescent tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,December 2010
47071,299475001000027100,00547021,24,Co-dydramol (dihydrocodeine and paracetamol) 10mg with 500mg/5ml oral suspension,Dihydrocodeine Tartrate/Paracetamol,10mg + 500mg/5ml,Oral Suspension,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,April 2012
24000,317611000001109,84195020,313,Mandanol 500mg tablets (M & A Pharmachem Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
34667,549811000001105,56463020,58,Co-codamol 30mg/500mg tablets (A A H Pharmaceuticals Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
27785,855111000001101,49337020,342,Co-codamol 30mg/500mg tablets (Zentiva Pharma UK Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
69555,11146711000001104,29090020,1,Valproic acid 125mg gastro-resistant capsules,Valproate semisodium,125mg,Gastro-resistant capsule,Oral,04080100,Control Of Epilepsy,May 2017
9562,217925001000027100,81855020,905,Remedeine 30mg+500mg Effervescent tablet (Napp Pharmaceuticals Ltd),Dihydrocodeine Tartrate/Paracetamol,30mg+500mg,Effervescent Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
3350,322957006,69071020,506184,Sodium valproate 500mg gastro-resistant tablets,Sodium valproate,500mg,Gastro-resistant tablet,Oral,04080100,Control Of Epilepsy,February 2009
62088,25884811000001100,27273021,187,Paracetamol 500mg caplets (Icarus Pharmaceuticals Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,January 2015
21770,136595001000027100,65981020,184,Paracetamol 200mg with aspirin 300mg dispersible tablet,Paracetamol/Aspirin,200mg + 300mg,Dispersible Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
34815,244711000001106,63355020,34,Co-codamol 8mg/500mg tablets (Kent Pharma (UK) Ltd),Codeine phosphate/Paracetamol,8mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
53135,20562711000001104,41927020,0,Vibramycin-D 100mg dispersible tablets (Waymade Healthcare Plc),Doxycycline monohydrate,100mg,Dispersible tablet,Oral,05010300/05040100/13060201,Tetracyclines/Antimalarials/Oral Antibacterials For Acne,January 2013
53823,17383411000001104,37428020,13,Solgar Niacin 500mg capsules (Solgar Vitamin and Herb),Nicotinic acid,500mg,Capsule,Oral,09060200,Vitamin B Group,February 2013
9131,41948011000001104,62250020,18217,Demeclocycline 150mg capsules,Demeclocycline hydrochloride,150mg,Capsule,Oral,05010300/06050200,Tetracyclines/Posterior Pituitary Hormones And Antagonists,February 2009
71227,34792111000001108,78284021,142,Syndol Headache Relief tablets (Dendron Brands Ltd),Caffeine/Codeine phosphate/Paracetamol,30mg + 8mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,January 2018
10509,11855001000027104,49523020,511,Fortagesic Tablet (Sanofi-Synthelabo Ltd),Paracetamol/Pentazocine Hydrochloride,,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
77075,3792911000001106,59903020,1,Isoniazid 100mg tablets (A A H Pharmaceuticals Ltd),Isoniazid,100mg,Tablet,Oral,05010900,Antituberculosis Drugs,July 2019
6396,39710311000001104,78870020,44395,Doxycycline 100mg dispersible tablets sugar free,Doxycycline monohydrate,100mg,Dispersible tablet,Oral,05010300/05040100/13060201,Tetracyclines/Antimalarials/Oral Antibacterials For Acne,February 2009
3435,68111000001102,68283020,48414,Tylex 30mg/500mg effervescent tablets (UCB Pharma Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Effervescent tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
26967,8043011000001105,79858020,76,Alka-Seltzer XS effervescent tablets (Bayer Plc),Paracetamol/Aspirin/Caffeine/Citric acid/Sodium bicarbonate,133mg + 267mg + 40mg + 954mg + 1.606gram,Effervescent tablet,Oral,04070500,Other Non Opioid Analgesics,February 2009
12211,41987111000001104,55690020,7644,Nicotinic acid 50mg tablets,Nicotinic acid,50mg,Tablet,Oral,02120500,Nicotinic Acid Group,February 2009
37446,10726511000001104,91239020,11,Benylin Cold & Flu Max Strength capsules (McNeil Products Ltd),Caffeine/Phenylephrine hydrochloride/Paracetamol,25mg + 6.1mg + 500mg,Capsule,Oral,03095000,Miscellaneous Cough & Cold Preparations,February 2009
41551,307111000001104,56022020,122,Amiodarone 100mg tablets (IVAX Pharmaceuticals UK Ltd),Amiodarone hydrochloride,100mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,March 2010
24126,2852511000001100,53670020,2524,Doxycycline 100mg capsules (IVAX Pharmaceuticals UK Ltd),Doxycycline hyclate,100mg,Capsule,Oral,05010300/05040100,Tetracyclines/Antimalarials,February 2009
46938,522511000001101,56572020,35,Amiodarone 200mg tablets (Actavis UK Ltd),Amiodarone hydrochloride,200mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,March 2012
35747,11475911000001106,93467020,12896,Episenta 300mg modified-release capsules (Desitin Pharma Ltd),Sodium valproate,300mg,Modified-release capsule,Oral,04080100,Control Of Epilepsy,February 2009
45271,51185001000027104,54408020,1,Tetracycline 250mg Tablet (Numark Management Ltd),Tetracycline hydrochloride,250mg,Tablet,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,May 2011
16613,3722011000001101,84602020,98,Ledermycin 150mg capsules (Mercury Pharma Group Ltd),Demeclocycline hydrochloride,150mg,Capsule,Oral,05010300,Tetracyclines,February 2009
72547,41951011000001104,31389021,5,Isoniazid 300mg tablets,Isoniazid,300mg,Tablet,Oral,05010900,Antituberculosis Drugs,July 2018
38118,50835001000027104,54372020,5,Achromycin 1% Ear drops (Wyeth Pharmaceuticals),Tetracycline Hydrochloride,1%,Ear Drops,Auricular,12010100,Drugs Acting On The Ear - Otitis Externa,February 2009
82173,29757711000001104,52317021,0,Acitretin 25mg capsules (Sigma Pharmaceuticals Plc),Acitretin,25mg,Capsule,Oral,13050201,Oral Retinoids For Psoriasis,November 2020
39896,41741111000001104,96748020,1077,Isotretinoin 10mg capsules,Isotretinoin,10mg,Capsule,Oral,13060203,Oral Retinoids For Acne,August 2009
21229,9553311000001108,89742020,608,Co-dydramol 7.46mg/500mg effervescent tablets sugar free,Dihydrocodeine tartrate/Paracetamol,7.46mg + 500mg,Effervescent tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
69006,11612011000001108,29394020,0,Co-dydramol 10mg/500mg/5ml oral suspension sugar free,Dihydrocodeine tartrate/Paracetamol,2mg/1ml + 100mg/1ml,Oral suspension,Oral,04070100,Non-Opioid And Compound Analgesics,March 2017
31678,41772911000001104,68670020,42,Zidovudine 100mg capsules,Zidovudine,100mg,Capsule,Oral,05030150,Nucleoside Reverse Transcriptase Inhibitors,February 2009
24534,289111000001102,63276020,58,Anadin Paracetamol 500mg tablets (Haleon UK Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
22305,4911611000001102,73531020,16,Disprin Extra dispersible tablets (Reckitt Benckiser Healthcare (UK) Ltd),Aspirin/Paracetamol,300mg + 200mg,Dispersible tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
57239,8663611000001102,20475020,851,Mercaptopurine 20mg/ml oral suspension,Mercaptopurine,20mg/1ml,Oral suspension,Oral,08010300,Antimetabolites,September 2013
28211,71985001000027110,57215020,50,Paracetamol 250mg/5ml oral suspension sugar free,Paracetamol,250mg/5ml,Oral Suspension,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
9231,4335001000027108,48520020,32174,Calpol infant 120mg/5ml Oral suspension (McNeil Products Ltd),Paracetamol,120mg/5ml,Oral Suspension,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
48129,332011000001109,76615020,4,Paracetamol 120mg/5ml oral suspension paediatric sugar free (Vantage),Paracetamol,24mg/1ml,Oral suspension,Oral,04070100,Non-Opioid And Compound Analgesics,December 2012
36985,10495811000001100,93910020,585,"Retinol 150,000units/ml oral drops",Vitamin A,150000unit/1ml,Oral drops,Oral,09060100,Vitamin A,February 2009
8694,108785001000027100,62251020,166,Demeclocycline 300mg tablets,Demeclocycline Hydrochloride,300mg,Tablets,Oral,05010300/06050200,Tetracyclines/Posterior Pituitary Hormones And Antagonists,February 2009
56046,21837011000001104,47325020,1,Paracetamol 500mg capsules (Waymade Healthcare Plc),Paracetamol,500mg,Capsule,Oral,04070100,Non-Opioid And Compound Analgesics,August 2013
32926,112411000001101,49347020,8311,Co-dydramol 10mg/500mg tablets (Actavis UK Ltd),Dihydrocodeine tartrate/Paracetamol,10mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
21746,24625001000027104,51087020,1,Pharmidone Tablet (Pharmacia Ltd),Caffeine/Codeine Phosphate/Paracetamol/Diphenhydramine Hydrochloride,,Tablet,Oral,03040102/04070100,Sedating Antihistamines/Non-Opioid And Compound Analgesics,February 2009
75188,142605001000027100,66872020,26,Sodium valproate CR 300mg Tablet (Hillcross Pharmaceuticals Ltd),Sodium Valproate,300mg,Tablet,,04080100,Control Of Epilepsy,March 2019
54152,18248711000001104,99269020,32,Acnamino MR 100mg capsules (Almus Pharmaceuticals Ltd),Minocycline hydrochloride,100mg,Modified-release capsule,Oral,05010300/05011000/13060201,Tetracyclines/Antileprotic Drugs/Oral Antibacterials For Acne,March 2013
32178,219385001000027100,82242020,1,Paracetamol 133mg with aspirin 267mg & caffeine 40mg effervescent tablet,Caffeine/Paracetamol/Aspirin,133mg + 267mg +40mg,Effervescent Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
7439,16775001000027104,50144020,239,Ledermycin 150mg Capsule (Wyeth Pharmaceuticals),Demeclocycline hydrochloride,150mg,Capsule,Oral,05010300/06050200,Tetracyclines/Posterior Pituitary Hormones And Antagonists,February 2009
82800,36724111000001104,85473021,12,Altridexamol 1000mg effervescent tablets (TriOn Pharma Ltd),Paracetamol,1gram,Effervescent tablet,Oral,04070100,Non-Opioid And Compound Analgesics,January 2021
15071,174785001000027100,71455020,8506,Nordox 100mg Capsule (Sankyo Pharma UK Ltd),Doxycycline hyclate,100mg,Capsule,Oral,05010300/05040100,Tetracyclines/Antimalarials,February 2009
19626,165975001000027100,70247020,37,Triogesic Tablet (Novartis Consumer Health UK Ltd),Paracetamol/Phenylpropanolamine Hydrochloride,,Tablet,Oral,03090200/04070100,Demulcent And Expectorant Cough Preparations/Non-Opioid And Compound Analgesics,February 2009
4303,41741411000001110,63769020,924,Isotretinoin 5mg capsules,Isotretinoin,5mg,Capsule,Oral,13060203,Oral Retinoids For Acne,February 2009
81409,37848611000001104,90630021,42,Co-dydramol 10mg/500mg tablets (M & A Pharmachem Ltd),Dihydrocodeine tartrate/Paracetamol,10mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,August 2020
20094,41795411000001104,67097020,687,Tioguanine 40mg tablets,Tioguanine,40mg,Tablet,Oral,08010300,Antimetabolites,February 2009
34554,10915001000027106,49368020,4962,Co-proxamol 32.5/325 Tablet (C P Pharmaceuticals Ltd),Dextropropoxyphene hydrochloride/Paracetamol,32.5mg + 325mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
15407,53635001000027104,54740020,296,Achromycin v 250mg Capsule (Wyeth Pharmaceuticals),Tetracycline hydrochloride,250mg,Capsule,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,February 2009
44718,13718911000001108,98813020,391,Sodium valproate 750mg modified-release granules sachets sugar free,Sodium valproate,750mg,Modified-release granules,Oral,04080100,Control Of Epilepsy,February 2011
59599,16431211000001100,77700020,5,Paracetamol 500mg tablets (Wockhardt UK Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,April 2014
14785,136665001000027100,65987020,6527,Paracetamol500mg with codeine phosphate 15mg tablet,Codeine Phosphate/Paracetamol,500mg + 15mg,Tablets,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
3618,3364611000001109,53401020,43396,Ketovite liquid (Rosemont Pharmaceuticals Ltd),Vitamin A/Ergocalciferol/Choline chloride/Cyanocobalamin,500unit/1ml + 80unit/1ml + 30mg/1ml + 2.5microgram/1ml,Oral emulsion,Oral,09060700,Multivitamin And Multimineral Preparations,February 2009
46729,19200211000001108,00469021,253458,Co-codamol 15mg/500mg capsules,Paracetamol/Codeine phosphate,500mg + 15mg,Capsule,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2012
810,42009711000001110,80054020,1859431,Co-codamol 30mg/500mg effervescent tablets,Codeine phosphate/Paracetamol,30mg + 500mg,Effervescent tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
7063,8427711000001105,89000020,3389,Co-dydramol 10mg/500mg/5ml oral suspension,Dihydrocodeine tartrate/Paracetamol,2mg/1ml + 100mg/1ml,Oral suspension,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
83497,4195011000001105,13776020,48,Generic Berocca effervescent tablets sugar free,Pantothenic acid/Ascorbic acid/Cyanocobalamin/Zinc/Magnesium/Pyridoxine/Nicotinic acid/Riboflavin/Thiamine/Folic acid/Calcium/Biotin,22.7mg + 476mg + 8.6microgram + 9mg + 95mg + 7.1mg + 45.3mg + 13.6mg + 10.4mg + 366microgram + 95mg + 130microgram,Effervescent tablet,Oral,09040251,Nutritional Supplements,April 2021
39629,3993411000001104,96365020,60,Sudafed Non-Drowsy Dual Relief capsules (McNeil Products Ltd),Paracetamol/Caffeine/Phenylephrine hydrochloride,300mg + 25mg + 5mg,Capsule,Oral,03095000,Miscellaneous Cough & Cold Preparations,May 2009
65607,23640111000001104,21301021,0,Capecitabine 150mg tablets (A A H Pharmaceuticals Ltd),Capecitabine,150mg,Tablet,Oral,08010300,Antimetabolites,March 2016
11961,137075001000027100,66031020,22,Veganin Tablet (Pfizer Consumer Healthcare Ltd),Codeine Phosphate/Paracetamol/Aspirin,,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
71784,41767711000001104,20046021,0,Pomalidomide 1mg capsules,Pomalidomide,1mg,Capsule,Oral,08020400,Other Immunomodulating Drugs,April 2018
28780,800311000001100,49353020,2129,Co-dydramol 10mg/500mg tablets (A A H Pharmaceuticals Ltd),Dihydrocodeine tartrate/Paracetamol,10mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
19583,4921911000001101,69940020,16,Concavit capsules (Wallace Manufacturing Chemists Ltd),Vitamin A/Ergocalciferol/Ascorbic acid/Thiamine nitrate/Riboflavin/Pyridoxine hydrochloride/Nicotinamide/Calcium pantothenate/Alpha tocopheryl acetate,5000unit + 500unit + 40mg + 2.5mg + 2.5mg + 1mg + 20mg + 5mg + 2unit,Capsule,Oral,09060700,Multivitamin And Multimineral Preparations,February 2009
33995,10885001000027100,49365020,2061,Co-proxamol 32.5/325 Tablet (Berk Pharmaceuticals Ltd),Dextropropoxyphene hydrochloride/Paracetamol,32.5mg + 325mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
21837,199735001000027100,76058020,139,Cyclomin 50mg Tablet (Berk Pharmaceuticals Ltd),Minocycline hydrochloride,50mg,Tablet,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,February 2009
3156,341211000001105,73728020,604098,Solpadol 30mg/500mg caplets (Sanofi Consumer Healthcare),Codeine phosphate/Paracetamol,30mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
65035,9788711000001108,71382020,1,Co-dydramol 10mg/500mg tablets (Almus Pharmaceuticals Ltd),Dihydrocodeine tartrate/Paracetamol,10mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,December 2015
37847,13326711000001104,94609020,2946,Restandol 40mg Testocaps (Organon Pharma (UK) Ltd),Testosterone undecanoate,40mg,Capsule,Oral,06040200,Male Sex Hormones And Antagonists,February 2009
41414,111405001000027100,62610020,15,Paracetamol 120mg/5ml Oral suspension (Co-Pharma Ltd),Paracetamol,120mg/5ml,Oral Suspension,Oral,04070100,Non-Opioid And Compound Analgesics,March 2010
483,86345001000027100,58898020,41756,Co-proxamol (dextropropoxyphene and paracetamol) 32.5mg with 325mg/5ml oral suspension sugar free,Dextropropoxyphene Hydrochloride/Paracetamol,32.5mg + 325mg/5ml,Suspension Sugar-Free,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
17824,61405001000027104,55689020,267,Nicotinic acid 25mg Tablet,Nicotinic Acid,25mg,Tablet,Oral,02120500,Nicotinic Acid Group,February 2009
47920,13630111000001108,86109020,1,Flu Relief with Decongestant capsules (Galpharm International Ltd),Phenylephrine hydrochloride/Paracetamol,12.18mg + 500mg,Capsule,Oral,03095000,Miscellaneous Cough & Cold Preparations,October 2012
40391,2848611000001102,53669020,206,Doxycycline 50mg capsules (IVAX Pharmaceuticals UK Ltd),Doxycycline hyclate,50mg,Capsule,Oral,05010300/05040100,Tetracyclines/Antimalarials,September 2009
32972,18430611000001104,87339020,295,Mercaptopurine 10mg tablets,Mercaptopurine,10mg,Tablet,Oral,01050300/08010300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites,February 2009
76600,4393711000001103,98673020,2,Retrovir 100mg capsules (ViiV Healthcare UK Ltd),Zidovudine,100mg,Capsule,Oral,05030150,Nucleoside Reverse Transcriptase Inhibitors,June 2019
65092,30029611000001104,53444021,1858,Co-codamol 30mg/500mg caplets (Mawdsley-Brooks & Company Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,December 2015
9516,737111000001106,53131020,263556,Kapake 30mg/500mg capsules (Galen Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Capsule,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
34597,471711000001108,62331020,4601,Co-proxamol 32.5mg/325mg tablets (Kent Pharma (UK) Ltd),Dextropropoxyphene hydrochloride/Paracetamol,32.5mg + 325mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
34669,573411000001105,50181020,593,Paracetamol 500mg capsules (Zentiva Pharma UK Ltd),Paracetamol,500mg,Capsule,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
