prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnfchapter,bnftext,databasebuild
21673,136815001000027100,66002020,43,Paracetamol 500mg with codeine phosphate 8mg & caffeine 30mg effervescent tablet,Caffeine/Codeine Phosphate/Paracetamol,500mg+8mg+30mg,Effervescent Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
20256,176505001000027100,71760020,46,Paracetamol 450mg with codeine phosphate 10mg with doxylamine 5mg & caffeine 30mg tablet,Caffeine/Codeine Phosphate/Doxylamine Succinate/Paracetamol,450mg+10mg+5mg+30mg,Tablets,Oral,03040102/04070100,Sedating Antihistamines/Non-Opioid And Compound Analgesics,February 2009
1013,20435001000027100,50598020,172,Mysteclin Capsule (Bristol-Myers Squibb Pharmaceuticals Ltd),Nystatin/Tetracycline Hydrochloride,,Capsule,Oral,05010300/05020000,Tetracyclines/Antifungals,February 2009
24187,165955001000027100,70244020,27,Paracetamol with diphenhydramine with codeine with phenylephrine with caffeine & vitamin c tablet,Caffeine/Codeine Phosphate/Paracetamol/Phenylephrine Hydrochloride/Ascorbic Acid/Diphenhydramine Hydrochloride,,Tablets,Oral,03040102/04070100,Sedating Antihistamines/Non-Opioid And Compound Analgesics,February 2009
9267,2849711000001102,86250020,3877,Vibramycin Acne Pack 50mg capsules (Pfizer Ltd),Doxycycline hyclate,50mg,Capsule,Oral,05010300/05040100,Tetracyclines/Antimalarials,February 2009
66481,31017211000001104,60697021,8,Boots Paracetamol Extra soluble tablets (The Boots Company Plc),Paracetamol/Caffeine,500mg + 65mg,Effervescent tablet,Oral,04070100,Non-Opioid And Compound Analgesics,June 2016
53952,7924311000001108,04243020,4,Paracetamol 500mg capsules (Lloyds Pharmacy Ltd),Paracetamol,500mg,Capsule,Oral,04070100,Non-Opioid And Compound Analgesics,March 2013
52948,13004211000001106,33454020,7,Paracetamol 1g/5ml oral suspension,Paracetamol,200mg/1ml,Oral suspension,Oral,04070100,Non-Opioid And Compound Analgesics,January 2013
63943,28985611000001100,48024021,1940,Paracetamol 500mg caplets (Crescent Pharma Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,August 2015
72408,16102411000001104,36909020,1,Valproic acid 500mg/5ml oral suspension,Valproate semisodium,100mg/1ml,Oral suspension,Oral,04020300/04080100,Products Used For Mania And Hypomania/Control Of Epilepsy,June 2018
7064,3846411000001106,70972020,244424,Depakote 250mg gastro-resistant tablets (Sanofi),Valproate semisodium,250mg,Gastro-resistant tablet,Oral,04020300/04070402,Products Used For Mania And Hypomania/Prophylaxis Of Migraine,February 2009
47650,247225001000027100,93151020,13,Pyrazinamide oral solution,Pyrazinamide,,Oral Liquid,Oral,05010900,Antituberculosis Drugs,August 2012
73004,11755211000001108,93013020,2,Revlimid 5mg capsules (Bristol-Myers Squibb Pharmaceuticals Ltd),Lenalidomide,5mg,Capsule,Oral,08020405,Lenalidomide And Thalidomide,September 2018
76166,5406511000001103,06839020,16,Restandol 40mg capsules (Waymade Healthcare Plc),Testosterone undecanoate,40mg,Capsule,Oral,06040200,Male Sex Hormones And Antagonists,May 2019
10176,3803111000001102,79795020,29545,Codipar 15mg/500mg tablets (Advanz Pharma),Codeine phosphate/Paracetamol,15mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
85796,9050511000001108,74922020,1,Isotretinoin 20mg capsules (A A H Pharmaceuticals Ltd),Isotretinoin,20mg,Capsule,Oral,13060203,Oral Retinoids For Acne,March 2022
34632,591311000001109,59990020,324,Sodium valproate 200mg gastro-resistant tablets (Teva UK Ltd),Sodium valproate,200mg,Gastro-resistant tablet,Oral,04080100,Control Of Epilepsy,February 2009
68857,4933511000001105,14666020,0,Generic Day Nurse capsules,Paracetamol/Pseudoephedrine hydrochloride/Pholcodine,500mg + 30mg + 5mg,Capsule,Oral,03095000,Miscellaneous Cough & Cold Preparations,February 2017
29670,166015001000027100,70254020,4,Phenylpropanolamine 12.5mg with paracetamol 500mg tablet,Paracetamol/Phenylpropanolamine Hydrochloride,12.5mg + 500mg,Tablets,Oral,03090200/04070100,Demulcent And Expectorant Cough Preparations/Non-Opioid And Compound Analgesics,February 2009
40663,15447311000001100,76604020,3,Co-codamol 30mg/500mg effervescent tablets (Actavis UK Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Effervescent tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,October 2009
34264,4868911000001106,66696020,4381,Co-codamol 30mg/500mg tablets (IVAX Pharmaceuticals UK Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
52455,20981411000001104,43836020,15,Medinol For Children 120mg/5ml oral suspension (SSL International Plc),Paracetamol,24mg/1ml,Oral suspension,Oral,04070100,Non-Opioid And Compound Analgesics,January 2013
29743,4355111000001105,77378020,1,Fludara 10mg tablets (Sanofi),Fludarabine phosphate,10mg,Tablet,Oral,08010300,Antimetabolites,February 2009
78685,34577211000001108,77378021,2,Eroset 500mg/10mg tablets (GlucoRx Ltd),Dihydrocodeine tartrate/Paracetamol,10mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,November 2019
77513,186311000001105,04804020,58,Sodium valproate 200mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),Sodium valproate,200mg,Gastro-resistant tablet,Oral,04080100,Control Of Epilepsy,August 2019
24643,108815001000027100,62254020,2,Demeclocycline with chlortetracycline with tetracycline tablets,Chlortetracycline Hydrochloride/Tetracycline Hydrochloride/Demeclocycline Hydrochloride,,Tablets,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,February 2009
20077,176475001000027100,71757020,9,Paracetamol 400mg with codeine phosphate 10mg with diphenhydramine 5mg & caffeine 50mg tablet,Caffeine/Codeine Phosphate/Paracetamol/Diphenhydramine Hydrochloride,400mg+10mg+5mg+50mg,Tablets,Oral,03040102/04070100,Sedating Antihistamines/Non-Opioid And Compound Analgesics,February 2009
892,186611000001100,54586020,298237,Paramax tablets (Sanofi),Metoclopramide hydrochloride/Paracetamol,5mg + 500mg,Tablet,Oral,04070401,Acute Migraine,February 2009
63660,2849111000001103,63285020,6,Doxycycline 50mg capsules (Kent Pharma (UK) Ltd),Doxycycline hyclate,50mg,Capsule,Oral,05010300/05040100/13060201,Tetracyclines/Antimalarials/Oral Antibacterials For Acne,July 2015
7177,41735911000001104,50432020,7980,Acitretin 10mg capsules,Acitretin,10mg,Capsule,Oral,13050201,Oral Retinoids For Psoriasis,February 2009
57353,22633311000001104,16704021,5137,Co-codamol 30mg/500mg caplets (DE Pharmaceuticals),Codeine phosphate/Paracetamol,30mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,October 2013
40729,15871411000001108,97431020,3646,Tredaptive 1000mg/20mg modified-release tablets (Organon Pharma (UK) Ltd),Nicotinic acid/Laropiprant,1gram + 20mg,Modified-release tablet,Oral,02120500,Nicotinic Acid Group,November 2009
19556,106945001000027100,62021020,393,Fluoro-uracil 250mg Capsule (Cambridge Laboratories Ltd),Fluorouracil,250mg,Capsule,Oral,08010300,Antimetabolites,February 2009
27435,219405001000027100,82244020,1,Paracetamol 200mg with aspirin 300mg & caffeine 45mg soluble tablet,Caffeine/Paracetamol/Aspirin,200mg + 300mg +45mg,Soluble Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
36754,915611000001105,66075020,12,Paracetamol 500mg soluble tablets (A A H Pharmaceuticals Ltd),Paracetamol,500mg,Effervescent tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
50881,18749611000001104,09673020,3,Galpharm Paracetamol Plus tablets (Galpharm International Ltd),Paracetamol/Caffeine,500mg + 65mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,January 2013
32111,383711000001107,60981020,226,Methotrexate 2.5mg tablets (Pfizer Ltd),Methotrexate,2.5mg,Tablet,Oral,01050300/08010300/10010302/13050300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,February 2009
68070,15974211000001104,04214020,0,Paracetamol 500mg tablets (Zanza Specials International Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,October 2016
33666,228511000001105,54295020,4385,Paracetamol 500mg tablets (Actavis UK Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
7542,103785001000027100,61567020,23618,Codeine phosphate 8mg with paracetamol 500mg tablets,Codeine Phosphate/Paracetamol,8mg + 500mg,Tablets,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
4304,41741211000001104,63770020,6075,Isotretinoin 20mg capsules,Isotretinoin,20mg,Capsule,Oral,13060203,Oral Retinoids For Acne,February 2009
48775,20545311000001108,41378020,23615,Co-codamol 30mg/500mg caplets (Advanz Pharma),Codeine phosphate/Paracetamol,30mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,January 2013
8246,103795001000027100,61568020,12245,Codeine phosphate 8mg with paracetamol 500mg effervescent tablets,Codeine Phosphate/Paracetamol,8mg + 500mg,Effervescent Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
9034,131435001000027100,65334020,154,Oxytetracycline 125mg/5ml syrup,Oxytetracycline Dihydrate,125mg/5ml,Syrup,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,February 2009
21038,65955001000027104,56301020,30,Doxatet 100mg Tablet (Manufacturer unknown),Doxycycline Hyclate,100mg,Tablet,Oral,05010300/05040100,Tetracyclines/Antimalarials,February 2009
67752,11013711000001104,69839020,0,Oxytetracycline 250mg tablets (Dr Reddy's Laboratories (UK) Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,October 2016
70326,32968511000001104,69978021,54,Paravict 500mg tablets (Ecogen Europe Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,September 2017
77224,30018111000001108,53441021,0,Co-dydramol 10mg/500mg tablets (Mawdsley-Brooks & Company Ltd),Dihydrocodeine tartrate/Paracetamol,10mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,July 2019
2634,87825001000027100,59115020,5315,Multivitamin sugar coated Tablet (Sussex Pharmaceutical Ltd),Nicotinamide/Thiamine Hydrochloride/Vitamin A/Vitamin D/Ascorbic Acid/Riboflavin,,Tablet,Oral,09060700,Multivitamin And Multimineral Preparations,February 2009
44903,755011000001104,73096020,8,Sodium valproate 500mg gastro-resistant tablets (Zentiva Pharma UK Ltd),Sodium valproate,500mg,Gastro-resistant tablet,Oral,04080100,Control Of Epilepsy,April 2011
877,41791911000001104,64503020,341500,Methotrexate 10mg tablets,Methotrexate,10mg,Tablet,Oral,01050300/08010300/10010302/13050300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,February 2009
2822,162725001000027100,69792020,381998,Epilim ec 500mg Gastro-resistant tablet (Sanofi),Sodium valproate,500mg,Gastro-resistant tablet,Oral,04080100,Control Of Epilepsy,February 2009
62635,871711000001104,04302020,0,Co-dydramol 10mg/500mg tablets (Alliance Healthcare (Distribution) Ltd),Dihydrocodeine tartrate/Paracetamol,10mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,March 2015
62491,4598711000001106,14141020,0,Generic Lemsip Max Cold & Flu capsules,Caffeine/Phenylephrine hydrochloride/Paracetamol,25mg + 6.1mg + 500mg,Capsule,Oral,03095000,Miscellaneous Cough & Cold Preparations,March 2015
21978,926911000001103,79633020,1073,Blemix 100mg tablets (Ashbourne Pharmaceuticals Ltd),Minocycline hydrochloride,100mg,Tablet,Oral,05010300/05011000/13060201,Tetracyclines/Antileprotic Drugs/Oral Antibacterials For Acne,February 2009
26572,4473411000001106,80225020,14,Beechams Flu-Plus caplets (Haleon UK Ltd),Paracetamol/Caffeine/Phenylephrine hydrochloride,500mg + 25mg + 5mg,Tablet,Oral,03095000,Miscellaneous Cough & Cold Preparations,February 2009
21804,143265001000027100,66947020,2,Tetracycline 125mg/5ml syrup,Tetracycline Hydrochloride,125mg/5ml,Syrup,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,February 2009
73060,15367411000001108,04295020,5,Co-codamol 8mg/500mg tablets (Numark Ltd),Codeine phosphate/Paracetamol,8mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,September 2018
85742,38877111000001104,94824021,0,Doxycycline 100mg capsules (Medihealth (Northern) Ltd),Doxycycline hyclate,100mg,Capsule,Oral,05010300/05040100/13060201,Tetracyclines/Antimalarials/Oral Antibacterials For Acne,March 2022
69801,29903811000001104,53113021,2,Lenalidomide 7.5mg capsules,Lenalidomide,7.5mg,Capsule,Oral,08020405,Lenalidomide And Thalidomide,June 2017
16039,49425001000027104,54213020,169,Solpadeine Capsule (GlaxoSmithKline Consumer Healthcare),Caffeine/Codeine Phosphate/Paracetamol,,Capsule,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
34336,3347511000001109,54198020,205,Oxytetracycline 250mg tablets (IVAX Pharmaceuticals UK Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,February 2009
39852,4345611000001104,96453020,357,Minadex tonic (Seven Seas Ltd),Vitamin A/Manganese sulfate/Colecalciferol/Copper sulfate/Calcium glycerophosphate/Potassium glycerophosphate/Iron,130unit/1ml + 76microgram/1ml + 13unit/1ml + 100microgram/1ml + 2.25mg/1ml + 225microgram/1ml + 2.4mg/1ml,Oral emulsion,Oral,09060700,Multivitamin And Multimineral Preparations,August 2009
74999,34235411000001108,75790021,1,Alectinib 150mg capsules,Alectinib hydrochloride,150mg,Capsule,Oral,08010551,Protein Kinase Inhibitors,February 2019
83817,8973711000001104,87218020,1,Ultramol capsules (Zentiva Pharma UK Ltd),Codeine phosphate/Caffeine/Paracetamol,8mg + 30mg + 500mg,Capsule,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,May 2021
34246,122155001000027100,64136020,848,Vitamin Capsule (BR Pharmaceuticals Ltd),Vitamin D/Ascorbic acid/Nicotinamide/Riboflavin/Thiamine hydrochloride/Vitamin A,300unit + 15mg + 7.5mg + 500microgram + 1mg + 2500unit,Capsule,Oral,09060700,Multivitamin And Multimineral Preparations,February 2009
38101,3643911000001103,52478020,1514,Vitamins A and D capsules BPC 1973 (Wockhardt UK Ltd),Vitamin A/Vitamin D,4000unit + 400unit,Capsule,Oral,09060100/09060400,Vitamin A/Vitamin D,February 2009
34164,18080211000001104,65470020,357,Paracetamol 500mg soluble tablets (Fannin (UK) Ltd),Paracetamol,500mg,Effervescent tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
37904,42009411000001104,94749020,43641,Co-codamol 12.8mg/500mg tablets,Paracetamol/Codeine phosphate,500mg + 12.8mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
53702,9604211000001104,72186020,2,Co-codamol 30mg/500mg tablets (Accord-UK Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2013
65330,30071811000001104,53437021,1,Paracetamol 500mg capsules (DE Pharmaceuticals),Paracetamol,500mg,Capsule,Oral,04070100,Non-Opioid And Compound Analgesics,January 2016
970,113405001000027100,62869020,26273,Doxycycline (as hyclate) 100mg tablets,Doxycycline Hyclate,100mg,Tablets,Oral,05010300/05040100,Tetracyclines/Antimalarials,February 2009
14904,2847211000001103,55071020,4390,Vibramycin-D 100mg dispersible tablets (Pfizer Ltd),Doxycycline monohydrate,100mg,Dispersible tablet,Oral,05010300/05040100/13060201,Tetracyclines/Antimalarials/Oral Antibacterials For Acne,February 2009
75720,33568211000001100,71032021,2,Paracetamol 500mg / Ibuprofen 150mg tablets,Ibuprofen/Paracetamol,150mg + 500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,April 2019
34518,660011000001106,49331020,3029,Co-codamol 8mg/500mg tablets (A A H Pharmaceuticals Ltd),Codeine phosphate/Paracetamol,8mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
74444,19494011000001108,09183020,1,Isotretinoin 20mg capsules (Viatris UK Healthcare Ltd),Isotretinoin,20mg,Capsule,Oral,13060203,Oral Retinoids For Acne,January 2019
26111,88995001000027100,59280020,1,Economycin 250mg Tablet (DDSA Pharmaceuticals Ltd),Tetracycline hydrochloride,250mg,Tablet,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,February 2009
88478,41347411000001104,05042022,0,Doxycycline 100mg capsules (Genesis Pharmaceuticals Ltd),Doxycycline hyclate,100mg,Capsule,Oral,05010300/05040100/13060201,Tetracyclines/Antimalarials/Oral Antibacterials For Acne,July 2023
82293,28267611000001104,43093021,5,Sodium valproate 300mg modified-release tablets (Colorama Pharmaceuticals Ltd),Sodium valproate,300mg,Modified-release tablet,Oral,04080100,Control Of Epilepsy,January 2021
60040,3546911000001102,12991020,303,Generic Migraleve Pink tablets,Buclizine hydrochloride/Paracetamol/Codeine phosphate,6.25mg + 500mg + 8mg,Tablet,Oral,04070200/04070401,Opioid Analgesics/Acute Migraine,May 2014
39550,13666311000001104,95366020,3649,Epilim Chronosphere MR 750mg granules sachets (Sanofi),Sodium valproate,750mg,Modified-release granules,Oral,04080100,Control Of Epilepsy,May 2009
39940,638311000001103,96800020,115,Panadol ActiFast Soluble tablets (Haleon UK Ltd),Paracetamol,500mg,Effervescent tablet,Oral,04070100,Non-Opioid And Compound Analgesics,August 2009
79785,5628211000001108,04327020,0,Co-codamol 30mg/500mg effervescent tablets (Kent Pharma (UK) Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Effervescent tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,January 2020
72413,2872911000001109,35542020,0,Vitamins capsules (Alliance Healthcare (Distribution) Ltd),Vitamin D/Ascorbic acid/Nicotinamide/Riboflavin/Thiamine hydrochloride/Vitamin A,300unit + 15mg + 7.5mg + 500microgram + 1mg + 2500unit,Capsule,Oral,09060700,Multivitamin And Multimineral Preparations,June 2018
17845,167955001000027100,70478020,142,Paracetamol 500mg with methionine 100 mg tablet,Methionine/Paracetamol,500mg + 100mg,Tablets,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
85305,15977711000001104,04220020,1,Paracetamol 500mg soluble tablets (Zanza Specials International Ltd),Paracetamol,500mg,Effervescent tablet,Oral,04070100,Non-Opioid And Compound Analgesics,December 2021
59705,22633911000001104,16707021,0,Co-codamol 8mg/500mg capsules (DE Pharmaceuticals),Codeine phosphate/Paracetamol,8mg + 500mg,Capsule,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,April 2014
5323,322257001,82138020,9080,Paracetamol 250mg suppositories,Paracetamol,250mg,Suppository,Rectal,04070100,Non-Opioid And Compound Analgesics,February 2009
33127,4445211000001107,82647020,1,Xeloda 150mg tablets (Roche Products Ltd),Capecitabine,150mg,Tablet,Oral,08010300,Antimetabolites,February 2009
1404,16742511000001100,55696020,36229,Paracetamol 120mg/5ml oral suspension paediatric (Rosemont Pharmaceuticals Ltd),Paracetamol,24mg/1ml,Oral suspension,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
46954,62535001000027104,55834020,1,Minocycline 100mg Tablet (Lagap),Minocycline hydrochloride,100mg,Tablet,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,March 2012
84555,13268911000001100,34267020,1,Pyrazinamide 1g/5ml oral suspension,Pyrazinamide,200mg/1ml,Oral suspension,Oral,05010900,Antituberculosis Drugs,September 2021
20274,219075001000027100,82166020,8,Vitamins a & d liquid,Vitamin A/Vitamin D,,Liquid,Oral,09060100/09060400,Vitamin A/Vitamin D,February 2009
56753,20556311000001100,41878020,62,Mercaptopurine 25mg tablets,Mercaptopurine,25mg,Tablet,Oral,01050300/08010300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites,August 2013
40695,257695001000027100,97097020,1181,Vitamins a 4500IU & d 450IU capsules,Vitamin A/Vitamin D,4500IU + 450IU,Capsules,Oral,09060100/09060400,Vitamin A/Vitamin D,November 2009
20627,4742711000001100,77878020,649,Sinutab Non-Drowsy tablets (McNeil Products Ltd),Paracetamol/Pseudoephedrine hydrochloride,500mg + 30mg,Tablet,Oral,03095000,Miscellaneous Cough & Cold Preparations,February 2009
48157,649211000001102,68014020,12,Paracetamol 120mg/5ml oral suspension paediatric sugar free (A A H Pharmaceuticals Ltd),Paracetamol,24mg/1ml,Oral suspension,Oral,04070100,Non-Opioid And Compound Analgesics,December 2012
9914,245711000001105,81661020,1926,Calpol Six Plus Fastmelts 250mg tablets (McNeil Products Ltd),Paracetamol,250mg,Orodispersible tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
54179,91111000001107,04201020,3,Paracetamol 500mg tablets (The Boots Company Plc),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,March 2013
12541,49515001000027104,54224020,6149,Imperacin 250mg Tablet (AstraZeneca UK Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,February 2009
43414,10900011000001100,70680020,341,Co-codamol 8mg/500mg effervescent tablets (Bayer Plc),Codeine phosphate/Paracetamol,8mg + 500mg,Effervescent tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,September 2010
40948,243335001000027100,91444020,2,Paracetamol with phenylephrine & paracetamol with phenylephrine & caffeine capsule,Caffeine/Paracetamol/Phenylephrine Hydrochloride,,Capsules,Oral,03100000/04070100,Systemic Nasal Decongestants/Non-Opioid And Compound Analgesics,December 2009
34040,3345611000001101,57074020,58,Oxytetracycline 250mg tablets (Accord-UK Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,February 2009
77131,187245001000027100,73491020,3,Codanin Tablet (Wyeth Consumer Healthcare),Codeine Phosphate/Paracetamol,,Tablet,,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,July 2019
58227,11755711000001100,93015020,2,Revlimid 10mg capsules (Bristol-Myers Squibb Pharmaceuticals Ltd),Lenalidomide,10mg,Capsule,Oral,08020405,Lenalidomide And Thalidomide,December 2013
86897,13970711000001108,05795020,0,Vibramycin-D 100mg dispersible tablets (DE Pharmaceuticals),Doxycycline monohydrate,100mg,Dispersible tablet,Oral,05010300/05040100/13060201,Tetracyclines/Antimalarials/Oral Antibacterials For Acne,October 2022
53524,18576711000001104,04822020,2,Epilim Chrono 300 tablets (DE Pharmaceuticals),Sodium valproate,300mg,Modified-release tablet,Oral,04080100,Control Of Epilepsy,January 2013
59131,15611011000001104,04324020,1,Co-codamol 8mg/500mg capsules (Bayer Plc),Codeine phosphate/Paracetamol,8mg + 500mg,Capsule,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,March 2014
2127,2285001000027103,48276020,81,Aureomycin 250mg Capsule (Wyeth Pharmaceuticals),Chlortetracycline Hydrochloride,250mg,Capsule,Oral,05010300,Tetracyclines,February 2009
30777,31925001000027104,51967020,134,Vitamin Capsule (Actavis UK Ltd),Vitamin D/Ascorbic acid/Nicotinamide/Riboflavin/Thiamine hydrochloride/Vitamin A,300unit + 15mg + 7.5mg + 500microgram + 1mg + 2500unit,Capsule,Oral,09060700,Multivitamin And Multimineral Preparations,February 2009
37571,12659211000001100,94287020,3,Beechams Active Cold Relief caplets (Haleon UK Ltd),Paracetamol/Caffeine/Phenylephrine hydrochloride,500mg + 25mg + 5mg,Tablet,Oral,03095000,Miscellaneous Cough & Cold Preparations,February 2009
5608,221895001000027100,83024020,3111,Vitamin c with vitamins & minerals capsules,Calcium Carbonate/Magnesium Oxide/Nicotinamide/Cyanocobalamin/Pyridoxine Hydrochloride/Thiamine Hydrochloride/Vitamin A/Vitamin D/Ferrous Sulphate/Ascorbic Acid/Riboflavin/Alpha Tocopherol/Folic Acid,,Capsules,Oral,09010101/09060300,Oral Iron/Vitamin C,February 2009
49581,21020311000001108,44137020,2444,Forceval Soluble Junior tablets (Alliance Pharmaceuticals Ltd),Magnesium/Vitamin A/Molybdenum/Chromium/Selenium/Manganese/Zinc/Potassium/Iodine/Alpha tocopheryl acetate/Copper/Ergocalciferol/Thiamine/Riboflavin/Pyridoxine/Cyanocobalamin/Ascorbic acid/Biotin/Nicotinamide/Pantothenic acid/Phytomenadione/Folic acid/Iron,1mg + 1250unit + 50microgram + 50microgram + 25microgram + 1.3mg + 5mg + 96mg + 75microgram + 5mg + 1mg + 200unit + 1.5mg + 1mg + 1mg + 2microgram + 25mg + 50microgram + 7.5mg + 2mg + 25microgram + 100microgram + 5mg,Tablet,Oral,09040251,Nutritional Supplements,January 2013
26133,4929511000001109,57125020,22,Panadol Extra tablets (Haleon UK Ltd),Paracetamol/Caffeine,500mg + 65mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
56006,15990111000001108,04296020,0,Co-codamol 8mg/500mg tablets (Bristol Laboratories Ltd),Codeine phosphate/Paracetamol,8mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,August 2013
9239,218935001000027100,82144020,163,Paracetamol 120 mg capsule,Paracetamol,120mg,Capsules,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
46633,13367311000001108,74959020,3,Co-codamol 8mg/500mg capsules (A A H Pharmaceuticals Ltd),Codeine phosphate/Paracetamol,8mg + 500mg,Capsule,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,January 2012
76999,17592311000001102,06840020,7,Restandol 40mg Testocaps (Sigma Pharmaceuticals Plc),Testosterone undecanoate,40mg,Capsule,Oral,06040200,Male Sex Hormones And Antagonists,July 2019
36472,136905001000027100,66011020,16,Paracetamol 500 mg+ pentazocine 15mg tablet,Paracetamol/Pentazocine Hydrochloride,500mg + 15mg,Tablets,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
61545,22519811000001104,16440021,34,Mercaptopurine 50mg tablets (Aspen Pharma Trading Ltd),Mercaptopurine,50mg,Tablet,Oral,01050300/08010300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites,November 2014
12322,294711000001103,48751020,13941,Cordarone X 100 tablets (Zentiva Pharma UK Ltd),Amiodarone hydrochloride,100mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,February 2009
42201,558911000001105,69522020,68,Paracetamol 500mg capsules (A A H Pharmaceuticals Ltd),Paracetamol,500mg,Capsule,Oral,04070100,Non-Opioid And Compound Analgesics,April 2010
51381,4934311000001102,14677020,0,Generic Solpadeine Plus capsules,Codeine phosphate/Caffeine/Paracetamol,8mg + 30mg + 500mg,Capsule,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,January 2013
