prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnfchapter,bnftext,databasebuild
38054,245935001000027100,92567020,103,Hydrocortisone Tablet,Hydrocortisone,,Tablet,Oral,06030100/06030200,Replacement Corticosteroids For Endocrine Conditions/Glucocorticoid Therapy,February 2009
9994,3286911000001103,57978020,663,Decadron 500microgram tablets (Organon Pharma (UK) Ltd),Dexamethasone,500microgram,Tablet,Oral,06030200/64090000,Glucocorticoid Therapy/Diagnostic Test Of Adrenocortical Insufficiency,February 2009
74493,34035411000001104,73875021,2,Prednisolone 5mg soluble tablets (Accord-UK Ltd),Prednisolone sodium phosphate,5mg,Soluble tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),January 2019
58234,429995001,11087020,11,Prednisolone 10mg/5ml oral solution,Prednisolone,2mg/1ml,Oral solution,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201/10020100,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)/Drugs Which Enhance Neuromuscular Transmission,December 2013
768,68285001000027104,56622020,57784,Kenalog 40mg/ml Injection (E R Squibb and Sons Ltd),Triamcinolone Acetonide,40mg/ml,Injection,Intramuscular Deep Injection Gluteal Muscle,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
78129,33577911000001104,70648021,1,Dilacort 5mg gastro-resistant tablets (Teva UK Ltd),Prednisolone,5mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),October 2019
76339,11714911000001108,29775020,1,Dexamethasone 10mg/5ml oral suspension,Dexamethasone,2mg/1ml,Oral suspension,Oral,03020000/04065300/06030200,Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy,May 2019
82675,30129111000001104,53918021,0,Prednisolone 10mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd),Prednisolone,10mg/1ml,Oral solution,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201/10020100,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)/Drugs Which Enhance Neuromuscular Transmission,January 2021
60421,18285211000001104,06613020,1,Prednisolone 5mg tablets (Strides Pharma UK Ltd),Prednisolone,5mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),July 2014
2857,385411000001102,51492020,279203,Scheriproct suppositories (Karo Pharma UK Ltd),Cinchocaine hydrochloride/Prednisolone hexanoate,1mg + 1.3mg,Suppository,Rectal,01070200,Compound Haemorrhoid Products With Corticosteroids,February 2009
35040,3231811000001107,92111020,17074,Depo-Medrone 120mg/3ml suspension for injection vials (Pfizer Ltd),Methylprednisolone acetate,40mg/1ml,Suspension for injection,Intramuscular/Intraarticular/Periarticular/Intralesional/Intrabursal,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
11334,109235001000027100,62328020,97,Dexamethasone sodium phosphate iv 4mg/ml injection,Dexamethasone Sodium Phosphate,4mg/ml,IV Injection,,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
27962,47605001000027104,54004020,106,Deltastab 1mg Tablet (Waymade Healthcare Plc),Prednisolone,1mg,Tablet,Oral,06030200,Glucocorticoid Therapy,February 2009
80050,33428411000001104,70523021,0,Prednisolone 1mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),Prednisolone,1mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),March 2020
1044,564411000001103,51285020,510242,Proctosedyl suppositories (Sanofi Consumer Healthcare),Cinchocaine hydrochloride/Hydrocortisone,5mg + 5mg,Suppository,Rectal,01070200,Compound Haemorrhoid Products With Corticosteroids,February 2009
63082,28808711000001108,46605021,26656,Prednisolone 20mg tablets,Prednisolone,20mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),May 2015
22047,865511000001102,91324020,3927,Kenalog Intramuscular 80mg/2ml suspension for injection pre-filled syringes (Bristol-Myers Squibb Pharmaceuticals Ltd),Triamcinolone acetonide,40mg/1ml,Suspension for injection,Intramuscular,00000000,Unknown,February 2009
9026,16845001000027104,50154020,24860,Lederspan 20mg/ml Injection (Wyeth Pharmaceuticals),Triamcinolone Hexacetonide/Benzyl Alcohol,20mg/ml,Injection,Intra-Articular Injection,10010202,Local Corticosteroid Injections,February 2009
34393,18307211000001104,54227020,482,Prednisolone 5mg gastro-resistant tablets (Teva UK Ltd),Prednisolone,5mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),February 2009
58987,17916811000001104,06627020,0,Prednisolone 5mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),Prednisolone,5mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),March 2014
86311,33423211000001104,70372021,0,Hydrocortisone 10mg tablets (Advanz Pharma),Hydrocortisone,10mg,Tablet,Oral,06030200,Glucocorticoid Therapy,July 2022
25226,4392411000001100,72920020,96,Solu-Medrone 125mg powder and solvent for solution for injection vials (Pfizer Ltd),Methylprednisolone sodium succinate,125mg,Powder and solvent for solution for injection,Intramuscular/Intravenous,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
34166,52025001000027104,54511020,36,Efcortelan soluble 50mg/ml Injection (Glaxo Laboratories Ltd),Hydrocortisone Sodium Succinate,50mg/ml,Injection,,06030100/06030200,Replacement Corticosteroids For Endocrine Conditions/Glucocorticoid Therapy,February 2009
74497,12563611000001104,32220020,2,Hydrocortisone 7.5mg/5ml oral suspension,Hydrocortisone,1.5mg/1ml,Oral suspension,Oral,06030200,Glucocorticoid Therapy,January 2019
75241,173935001000027100,71332020,0,Topical corticosteroid preperation cream,Allantoin/Chloramphenicol/Hydrocortisone Acetate/Sulphur/Butoxyethyl Nicotinate,,Cream,,13060104,Other Topical Preparations For Acne,March 2019
2704,325450008,66162020,230232,Prednisolone 25mg tablets,Prednisolone,25mg,Tablet,Oral,01050200/03020000/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),February 2009
72537,11716411000001108,29805020,3,Dexamethasone 4mg/5ml oral solution,Dexamethasone,800microgram/1ml,Oral solution,Oral,03020000/04065300/06030200,Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy,July 2018
16582,243245001000027100,91308020,12176,Triamcinolone acetonide 40mg/ml suspension for injection,Triamcinolone Acetonide,40mg/ml,Injection Suspension,Tendon Sheath Injection,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
13981,365001000027106,48035020,761,Adcortyl 10mg/ml Intradermal injection (E R Squibb and Sons Ltd),Triamcinolone Acetonide,10mg/ml,Intradermal Injection,Intradermal Injection,10010202,Local Corticosteroid Injections,February 2009
26300,109265001000027100,62332020,24,Dexamethasone 20mg/ml shock pack,Dexamethasone Sodium Phosphate,20mg/ml,Shock Treatment Pack,,06030200,Glucocorticoid Therapy,February 2009
31948,104285001000027100,61648020,42,Dexamethasone 4mg/ml Injection (Mayne Pharma Plc 1),Dexamethasone Sodium Phosphate,4mg/ml,Injection,Subcutaneous Injection,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
49076,16157411000001108,06590020,206,Depo-Medrone with Lidocaine suspension for injection 1ml vials (Lexon (UK) Ltd),Methylprednisolone acetate/Lidocaine hydrochloride,40mg/1ml + 10mg/1ml,Suspension for injection,Intraarticular/Intrabursal/Periarticular,10010202,Local Corticosteroid Injections,January 2013
16815,199635001000027100,76038020,1484,Triamcinolone hexacetonide 20mg/ml Injection,Triamcinolone Hexacetonide/Benzyl Alcohol,20mg/ml,Injection,,10010202,Local Corticosteroid Injections,February 2009
71905,30393911000001100,54001021,3,Hydrocortisone sodium phosphate 100mg/1ml solution for injection ampoules (Advanz Pharma),Hydrocortisone sodium phosphate,100mg/1ml,Solution for injection,Intralesional/Intravenous/Intramuscular,06030200,Glucocorticoid Therapy,April 2018
64128,28799011000001104,44907021,88,Pevanti 5mg tablets (Advanz Pharma),Prednisolone,5mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),August 2015
78546,164505001000027100,70052020,1,Prednisolone rectal ointment,Prednisolone,,,,01050200,Corticosteroids In Chronic Bowel Problems,November 2019
61052,39722211000001104,00610020,4,Prednisolone 20mg/100ml enema long tube,Prednisolone,200microgram/1ml,Enema,Rectal,00000000,Unknown,September 2014
60516,8794211000001105,20887020,48,Fludrocortisone 50microgram capsules,Fludrocortisone acetate,50microgram,Capsule,Oral,06030100,Replacement Corticosteroids For Endocrine Conditions,July 2014
31532,662011000001105,54231020,1492,Prednisolone 5mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),Prednisolone,5mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),February 2009
3992,42035211000001104,83654020,14140,Deflazacort 6mg tablets,Deflazacort,6mg,Tablet,Oral,06030200,Glucocorticoid Therapy,February 2009
1907,363511000001104,69640020,72593,Predfoam 20mg/application enema (Chemidex Pharma Ltd),Prednisolone sodium metasulfobenzoate,20mg/1application,Rectal foam,Rectal,01050200,Corticosteroids In Chronic Bowel Problems,February 2009
79684,34743411000001104,78409021,1,Glensoludex 4mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd),Dexamethasone sodium phosphate,4mg,Soluble tablet,Oral,06030200/64090000,Glucocorticoid Therapy/Diagnostic Test Of Adrenocortical Insufficiency,January 2020
38109,27015001000027108,51379020,1,Hydrocortisone 25mg Suppository (Celltech Pharma Europe Ltd),Hydrocortisone Acetate/Massupol 15,25mg,Suppository,Rectal,01070200,Compound Haemorrhoid Products With Corticosteroids,February 2009
9574,116915001000027100,63392020,1250,Hydrocortisone na phosphate 100mg/ml Injection,Hydrocortisone Sodium Phosphate,100mg/ml,Injection,,06030100/06030200,Replacement Corticosteroids For Endocrine Conditions/Glucocorticoid Therapy,February 2009
73294,13079111000001104,33905020,2,Prednisolone 2.5mg/5ml oral solution,Prednisolone,500microgram/1ml,Oral solution,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201/10020100,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)/Drugs Which Enhance Neuromuscular Transmission,October 2018
34978,844111000001103,51718020,38,Prednisolone 1mg tablets (Wockhardt UK Ltd),Prednisolone,1mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),February 2009
2368,137755001000027100,66161020,47060,Prednisolone 2.5mg tablet,Prednisolone,2.5mg,Tablets,Oral,06030200,Glucocorticoid Therapy,February 2009
76671,35697611000001104,82222021,71,Alkindi 5mg granules in capsules for opening (Diurnal Ltd),Hydrocortisone,5mg,Granules,Oral,06030200,Glucocorticoid Therapy,July 2019
64630,24098311000001108,23172021,2,Anusol HC suppositories (Waymade Healthcare Plc),Bismuth oxide/Zinc oxide/Peru Balsam/Hydrocortisone acetate/Bismuth subgallate/Benzyl benzoate,24mg + 296mg + 49mg + 10mg + 59mg + 33mg,Suppository,Rectal,01070200,Compound Haemorrhoid Products With Corticosteroids,November 2015
12398,6215001000027101,48785020,280,Cortelan 25mg Tablet (Glaxo Laboratories Ltd),Cortisone acetate,25mg,Tablet,Oral,06030100/06030200,Replacement Corticosteroids For Endocrine Conditions/Glucocorticoid Therapy,February 2009
85362,38134211000001104,91834021,0,Fludrocortisone 100microgram tablets (DE Pharmaceuticals),Fludrocortisone acetate,100microgram,Tablet,Oral,06030100,Replacement Corticosteroids For Endocrine Conditions,December 2021
66645,29361211000001104,49060021,5,Prednisolone 5mg/5ml oral solution unit dose (Logixx Pharma Solutions Ltd),Prednisolone,1mg/1ml,Oral solution,Oral,03020000/06030200/10010201,Corticosteroids (For Respiratory Conditions)/Glucocorticoid Therapy/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),July 2016
76801,35574611000001108,81390021,1,Fludrocortisone 150microgram capsules,Fludrocortisone acetate,150microgram,Capsule,Oral,06030100,Replacement Corticosteroids For Endocrine Conditions,July 2019
42408,9407011000001104,93317020,19,Prednisolone 40mg/100ml enema,Prednisolone sodium phosphate,400microgram/1ml,Enema,Rectal,01050200,Corticosteroids In Chronic Bowel Problems,May 2010
578,325426006,59233020,2369512,Prednisolone 1mg tablets,Prednisolone,1mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),February 2009
1133,65615001000027104,56264020,216704,Depo-medrone 40mg/ml Injection (Pharmacia Ltd),Methylprednisolone Acetate,40mg/ml,Injection,Periarticular Injection,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
52472,8516111000001108,19929020,45,Fludrocortisone 50micrograms/5ml oral suspension,Fludrocortisone acetate,10microgram/1ml,Oral suspension,Oral,06030100,Replacement Corticosteroids For Endocrine Conditions,January 2013
61958,27957911000001104,40591021,670,Dexamethasone (base) 3.8mg/1ml solution for injection vials,Dexamethasone sodium phosphate,3.8mg/1ml,Solution for injection,Intrabursal/Intraarticular/Intravenous/Intramuscular/Rectal/Subcutaneous,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,January 2015
78214,11716311000001100,29803020,1,Dexamethasone 3mg/5ml oral suspension,Dexamethasone,600microgram/1ml,Oral suspension,Oral,03020000/04065300/06030200,Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy,October 2019
10574,104135001000027100,61623020,1972,Cortisone acetate 5mg tablets,Cortisone Acetate,5mg,Tablets,Oral,06030100/06030200,Replacement Corticosteroids For Endocrine Conditions/Glucocorticoid Therapy,February 2009
77483,23590911000001104,20227021,9,Dexamethasone 2mg/5ml oral solution sugar free (Waymade Healthcare Plc),Dexamethasone sodium phosphate,400microgram/1ml,Oral solution,Oral,03020000/04065300/06030200,Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy,August 2019
81168,32584711000001104,67857021,0,Prednisolone 1mg gastro-resistant tablets (Phoenix Labs Ltd),Prednisolone,1mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),July 2020
66867,24566011000001104,26696021,50,Triamcinolone hexacetonide 20mg/1ml suspension for injection ampoules,Triamcinolone hexacetonide,20mg/1ml,Suspension for injection,Intraarticular/Periarticular,10010202,Local Corticosteroid Injections,July 2016
66914,32611811000001104,67856021,9452,Prednisolone 1mg gastro-resistant tablets,Prednisolone,1mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),July 2016
7405,470611000001109,92071020,211021,Depo-Medrone with Lidocaine suspension for injection 1ml vials (Pfizer Ltd),Methylprednisolone acetate/Lidocaine hydrochloride,40mg/1ml + 10mg/1ml,Suspension for injection,Intraarticular/Intrabursal/Periarticular,10010202,Local Corticosteroid Injections,February 2009
68593,8452511000001102,19691020,4,Dexamethasone 5mg/5ml oral suspension,Dexamethasone,1mg/1ml,Oral suspension,Oral,03020000/04065300/06030200,Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy,January 2017
66015,31386211000001108,61162021,16,Prednisolone Dompe 5mg/5ml oral solution unit dose (Logixx Pharma Solutions Ltd),Prednisolone,1mg/1ml,Oral solution,Oral,03020000/06030200/10010201,Corticosteroids (For Respiratory Conditions)/Glucocorticoid Therapy/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),April 2016
64009,28799611000001108,46606021,72,Pevanti 20mg tablets (Advanz Pharma),Prednisolone,20mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),August 2015
1992,2948111000001101,58788020,239773,Anusol HC suppositories (Church & Dwight UK Ltd),Bismuth oxide/Zinc oxide/Peru Balsam/Hydrocortisone acetate/Bismuth subgallate/Benzyl benzoate,24mg + 296mg + 49mg + 10mg + 59mg + 33mg,Suppository,Rectal,01070200,Compound Haemorrhoid Products With Corticosteroids,February 2009
78772,12030911000001104,30537020,1,Fludrocortisone 750micrograms/5ml oral suspension,Fludrocortisone acetate,150microgram/1ml,Oral suspension,Oral,06030100,Replacement Corticosteroids For Endocrine Conditions,November 2019
82678,11714511000001100,29767020,1,Dexamethasone 1.25mg/5ml oral solution,Dexamethasone,250microgram/1ml,Oral solution,Oral,03020000/04065300/06030200,Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy,January 2021
66724,24580511000001100,26700021,1,Dexamethasone 10mg capsules,Dexamethasone,10mg,Capsule,Oral,03020000/04065300/06030200,Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy,July 2016
34083,100755001000027100,61132020,41,Dexamethasone 5mg/ml Injection (Organon Laboratories Ltd),Dexamethasone Sodium Phosphate,5mg/ml,Injection,Subcutaneous Injection,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
14982,623611000001104,92107020,208951,Depo-Medrone 40mg/1ml suspension for injection vials (Pfizer Ltd),Methylprednisolone acetate,40mg/1ml,Suspension for injection,Intraarticular/Periarticular/Intrabursal/Intramuscular/Intralesional,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
65020,13079511000001100,33913020,1,Prednisolone 25mg/5ml oral solution,Prednisolone,5mg/1ml,Oral solution,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201/10020100,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)/Drugs Which Enhance Neuromuscular Transmission,December 2015
68860,32401311000001100,65922021,1,Dexamethasone 8mg soluble tablets sugar free (A A H Pharmaceuticals Ltd),Dexamethasone sodium phosphate,8mg,Soluble tablet,Oral,06030200/64090000,Glucocorticoid Therapy/Diagnostic Test Of Adrenocortical Insufficiency,February 2017
34452,649711000001109,50408020,411,Prednisolone 1mg tablets (A A H Pharmaceuticals Ltd),Prednisolone,1mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),February 2009
19259,4052811000001109,89889020,1052,Dexamethasone 8mg/2ml solution for injection vials,Dexamethasone sodium phosphate,4mg/1ml,Solution for injection,Rectal/Intramuscular/Subcutaneous/Intrabursal/Intravenous/Intraarticular,06030200,Glucocorticoid Therapy,February 2009
18637,6255001000027106,48789020,700,Cortistab 25mg Tablet (Waymade Healthcare Plc),Cortisone acetate,25mg,Tablet,Oral,06030100/06030200,Replacement Corticosteroids For Endocrine Conditions/Glucocorticoid Therapy,February 2009
50854,4563011000001104,10289020,1,Lederspan 100mg/5ml suspension for injection vials (Wyeth Pharmaceuticals),Triamcinolone hexacetonide,20mg/1ml,Suspension for injection,Intraarticular,00000000,Unknown,January 2013
72421,33425811000001104,70522021,0,Prednisolone 1mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),Prednisolone,1mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),June 2018
64988,8515511000001106,19917020,4,Fludrocortisone 150micrograms/5ml oral suspension,Fludrocortisone acetate,30microgram/1ml,Oral suspension,Oral,06030100,Replacement Corticosteroids For Endocrine Conditions,December 2015
7548,8792411000001102,87443020,193,Cortisone 5mg capsules,Cortisone acetate,5mg,Capsule,Oral,06030200,Glucocorticoid Therapy,February 2009
83928,19743211000001104,38570020,0,Prednisolone 5mg gastro-resistant tablets (Almus Pharmaceuticals Ltd),Prednisolone,5mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),June 2021
51872,15533611000001108,36388020,11,Hydrocortisone 2.5mg capsules,Hydrocortisone,2.5mg,Capsule,Oral,06030200,Glucocorticoid Therapy,January 2013
84237,30991311000001108,60293021,0,Prednisolone 25mg tablets (Accord-UK Ltd),Prednisolone,25mg,Tablet,Oral,01050200/03020000/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),July 2021
61689,245011000001108,06630020,10,Prednisolone 5mg soluble tablets (A A H Pharmaceuticals Ltd),Prednisolone sodium phosphate,5mg,Soluble tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),November 2014
63791,29424511000001108,49059021,8001,Prednisolone 5mg/5ml oral solution unit dose,Prednisolone,1mg/1ml,Oral solution,Oral,03020000/06030200/10010201,Corticosteroids (For Respiratory Conditions)/Glucocorticoid Therapy/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),July 2015
22555,3850711000001101,83662020,451,Calcort 1mg tablets (Shire Pharmaceuticals Ltd),Deflazacort,1mg,Tablet,Oral,06030200,Glucocorticoid Therapy,February 2009
56443,11612111000001108,29397020,2,Dexamethasone 10mg/5ml oral solution,Dexamethasone,2mg/1ml,Oral solution,Oral,03020000/04065300/06030200,Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy,August 2013
54793,11716111000001102,29799020,9,Dexamethasone 2mg/5ml oral suspension,Dexamethasone,400microgram/1ml,Oral suspension,Oral,03020000/04065300/06030200,Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy,April 2013
2881,900711000001108,54531020,23548,Predsol 5mg suppositories (Focus Pharmaceuticals Ltd),Prednisolone sodium phosphate,5mg,Suppository,Rectal,01050200,Corticosteroids In Chronic Bowel Problems,February 2009
75020,35776011000001104,82219021,85,Hydrocortisone 500microgram granules in capsules for opening,Hydrocortisone,500microgram,Granules,Oral,06030200,Glucocorticoid Therapy,February 2019
