prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnfchapter,bnftext,databasebuild,vdd_code
61745,26395511000001104,31243021,352348,TheiCal-D3 1000mg/880unit chewable tablets (Stirling Anglian Pharmaceuticals Ltd),Calcium carbonate/Colecalciferol,2.5gram + 880unit,Chewable tablet,Oral,09060400,Vitamin D,December 2014,1
60525,23661911000001104,21611021,27,Colecalciferol 500unit orodispersible tablets sugar free,Colecalciferol,500unit,Orodispersible tablet,Oral,09060400,Vitamin D,July 2014,1
71829,22197711000001108,15398021,1,E-D3 600unit capsules (Ennogen Healthcare Ltd),Colecalciferol,600unit,Capsule,Oral,09060400,Vitamin D,April 2018,1
72267,34872711000001100,78894021,214,"SunVit-D3 25,000unit tablets (SunVit-D3 Ltd)",Colecalciferol,25000unit,Tablet,Oral,09060400,Vitamin D,May 2018,1
81841,37286611000001104,87844021,0,Adcal-D3 chewable tablets tutti frutti (Mawdsley-Brooks & Company Ltd),Calcium carbonate/Colecalciferol,1.5gram + 400unit,Chewable tablet,Oral,09060400,Vitamin D,September 2020,1
67410,24641711000001104,26877021,1,"D-Max 5,000unit capsules (Nutraconcepts Ltd)",Colecalciferol,5000unit,Capsule,Oral,09060400,Vitamin D,September 2016,1
31791,9380911000001108,82176020,2,Seven Seas Simply Timeless Cod Liver Oil syrup orange (Seven Seas Ltd),Retinol/Colecalciferol/Cod liver oil, +  + 1ml/1ml,Liquid,Oral,09040251,Nutritional Supplements,February 2009,1
68517,32451611000001104,65861021,94,Aviticol 800unit capsules (Colonis Pharma Ltd),Colecalciferol,800unit,Capsule,Oral,09060400,Vitamin D,January 2017,1
70436,34606511000001108,77354021,2752,Colecalciferol 400units/ml oral drops sugar free,Colecalciferol,400unit/1ml,Oral drops,Oral,09060400,Vitamin D,October 2017,1
88461,41481111000001104,05413022,2,Life On Vitokid-D3 400unit oral drops sugar free (Life On Healthcare Ltd),Colecalciferol,400unit/1ml,Oral drops,Oral,09060400,Vitamin D,July 2023,1
62749,28415211000001104,44804021,282,"Colecalciferol 10,000units/ml oral solution sugar free",Colecalciferol,10000unit/1ml,Oral solution,Oral,09060400,Vitamin D,April 2015,1
80982,38056011000001104,91048021,40,"ColeDose D3 3,200unit capsules (TriOn Pharma Ltd)",Colecalciferol,3200unit,Capsule,Oral,09060400,Vitamin D,June 2020,1
79475,32846211000001104,69725021,3,Natures Aid Vitamin D3 400unit tablets (Natures Aid Ltd),Colecalciferol,400unit,Tablet,Oral,09060400,Vitamin D,December 2019,1
70721,24662711000001100,27088021,21,"D-Max 1,000unit capsules (Nutraconcepts Ltd)",Colecalciferol,1000unit,Capsule,Oral,09060400,Vitamin D,November 2017,1
75955,266065001000027100,00398021,53,Colecalciferol 500 units tablets,Colecalciferol,,,,09060400,Vitamin D,April 2019,1
67013,32471811000001104,67734021,2120,"Colecalciferol 4,000unit capsules",Colecalciferol,4000unit,Capsule,Oral,09060400,Vitamin D,August 2016,1
88299,41189411000001104,04179022,1,"ColeKal-D3 20,000unit capsules (Essential-Healthcare Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,June 2023,1
84009,38058311000001104,91283021,73,ColeDose D3 400unit capsules (TriOn Pharma Ltd),Colecalciferol,400unit,Capsule,Oral,09060400,Vitamin D,June 2021,1
50373,20281411000001104,41231020,135,"Pro D3 2,000units/ml liquid (Synergy Biologics Ltd)",Colecalciferol,2000unit/1ml,Oral solution,Oral,09060400,Vitamin D,January 2013,1
57336,21611211000001108,46632020,22,"Cubicole D3 2,200unit capsules (Cubic Pharmaceuticals Ltd)",Colecalciferol,2200unit,Capsule,Oral,09060400,Vitamin D,October 2013,1
59927,23293811000001100,19977021,81,"D-Vit3 20,000unit capsules (IPS Specials)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,May 2014,1
61170,19981011000001108,39775020,4,"Vitamin D3 Streuli 300,000units/1ml solution for injection ampoules (Imported (Switzerland))",Colecalciferol,300000unit/1ml,Solution for injection,Intramuscular,09060400,Vitamin D,September 2014,1
53212,21172311000001104,44943020,985,"Aciferol D3 10,000unit tablets (Rhodes Pharma Ltd)",Colecalciferol,10000unit,Tablet,Oral,09060400,Vitamin D,January 2013,1
51902,20509511000001104,41644020,39,"SynerVit-D3 20,000unit capsules (Synergy Pharmaceuticals)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,January 2013,1
78590,37142211000001104,87596021,11,"Pro D3 2,000units/ml Vegan liquid (Synergy Biologics Ltd)",Colecalciferol,2000unit/1ml,Oral solution,Oral,09060400,Vitamin D,November 2019,1
82086,38055611000001104,91374021,36,"ColeDose D3 1,000unit tablets (TriOn Pharma Ltd)",Colecalciferol,1000unit,Tablet,Oral,09060400,Vitamin D,November 2020,1
70661,34491711000001104,77028021,47,"SunVit-D3 2,000units/ml oral solution (SunVit-D3 Ltd)",Colecalciferol,2000unit/1ml,Oral solution,Oral,09060400,Vitamin D,November 2017,1
63104,28415111000001108,44802021,1004,"Colecalciferol 10,000units/ml oral drops sugar free",Colecalciferol,10000unit/1ml,Oral drops,Oral,09060400,Vitamin D,May 2015,1
83113,39077311000001104,95762021,11,"Colecalciferol 2,500units/ml oral drops sugar free",Colecalciferol,2500unit/1ml,Oral drops,Oral,09060400,Vitamin D,February 2021,1
52279,20457811000001100,41643020,648,"D-Pearls 20,000unit capsules (Pharma Nord (UK) Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,January 2013,1
77931,34580611000001100,77335021,8,"Urgent-D 2,000unit chewable tablets (Vega Nutritionals Ltd)",Colecalciferol,2000unit,Chewable tablet,Oral,09060400,Vitamin D,September 2019,1
47637,19887211000001100,00896021,0,"ColeVit D3 20,000units/ml oral solution (Sterling Pharmaceuticals Ltd)",Colecalciferol,20000unit/1ml,Oral solution,Oral,00000000,Unknown,August 2012,1
71828,21015211000001104,44100020,6,E-D3 400unit capsules (Ennogen Healthcare Ltd),Colecalciferol,400unit,Capsule,Oral,09060400,Vitamin D,April 2018,1
60114,23665411000001100,21558021,2143,"OsteoCaps D3 1,000unit capsules (Rhodes Pharma Ltd)",Colecalciferol,1000unit,Capsule,Oral,09060400,Vitamin D,June 2014,1
68150,32876111000001108,69787021,66,"Colecalciferol 5,000units/ml oral drops sugar free",Colecalciferol,5000unit/1ml,Oral drops,Oral,09060400,Vitamin D,November 2016,1
68958,33664511000001100,71532021,309,"Fultium daily D3 2,740units/ml drops (Internis Pharmaceuticals Ltd)",Colecalciferol,2740unit/1ml,Oral drops,Oral,09060400,Vitamin D,March 2017,1
41463,16197311000001104,97710020,124456,"Colecalciferol 20,000unit capsules",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,March 2010,1
58087,21612111000001108,46629020,34,"Cubicole D3 20,000unit capsules (Cubic Pharmaceuticals Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,December 2013,1
53987,21257811000001108,44935020,2,"ColeVit D3 3,000units/ml oral solution (Sterling Pharmaceuticals Ltd)",Colecalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,March 2013,1
71801,34873511000001104,78893021,138,"SunVit-D3 40,000unit capsules (SunVit-D3 Ltd)",Colecalciferol,40000unit,Capsule,Oral,09060400,Vitamin D,April 2018,1
69502,33657611000001100,71123021,26,Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets (Alliance Healthcare (Distribution) Ltd),Calcium carbonate/Colecalciferol,1.5gram + 400unit,Chewable tablet,Oral,09060400,Vitamin D,May 2017,1
67199,32469711000001100,67763021,1638,"Desunin 4,000unit tablets (Viatris UK Healthcare Ltd)",Colecalciferol,4000unit,Tablet,Oral,09060400,Vitamin D,August 2016,1
36979,13398611000001100,94212020,380997,Adcal-D3 Dissolve 1500mg/400unit effervescent tablets (Kyowa Kirin International UK NewCo Ltd),Calcium carbonate/Colecalciferol,1.5gram + 400unit,Effervescent tablet,Oral,09060400,Vitamin D,February 2009,1
70879,10694211000001104,77026021,114,"Colecalciferol 10,000units/5ml oral solution sugar free",Colecalciferol,2000unit/1ml,Oral solution,Oral,09060400,Vitamin D,December 2017,1
74204,22195811000001108,15396021,1,"E-D3 10,000unit capsules (Ennogen Healthcare Ltd)",Colecalciferol,10000unit,Capsule,Oral,09060400,Vitamin D,December 2018,1
83271,39153011000001104,96175021,13,"ColeDose D3 20,000unit capsules (TriOn Pharma Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,March 2021,1
68874,33664011000001108,71519021,5018,Fultium daily D3 400unit capsules (Internis Pharmaceuticals Ltd),Colecalciferol,400unit,Capsule,Oral,09060400,Vitamin D,February 2017,1
28402,9380511000001100,82174020,40,Seven Seas Simply Timeless Traditional Cod Liver Oil liquid (Seven Seas Ltd),Retinol/Colecalciferol/Cod liver oil, +  + 1ml/1ml,Liquid,Oral,09040251,Nutritional Supplements,February 2009,1
70527,34173811000001104,75904021,150,"SunVit-D3 3,200unit capsules (SunVit-D3 Ltd)",Colecalciferol,3200unit,Capsule,Oral,09060400,Vitamin D,October 2017,1
59566,23295211000001104,19983021,19,D-Vit3 400unit capsules (IPS Specials),Colecalciferol,400unit,Capsule,Oral,09060400,Vitamin D,April 2014,1
55235,21171711000001104,44946020,1548,"Aciferol D3 3,000unit tablets (Rhodes Pharma Ltd)",Colecalciferol,3000unit,Tablet,Oral,09060400,Vitamin D,May 2013,1
59794,22480111000001104,16360021,99,"Colecalciferol 1,000unit / Folic acid 400microgram capsules",Folic acid/Colecalciferol,400microgram + 1000unit,Capsule,Oral,09010200/09060400,Drugs Used In Megaloblastic Anaemias/Vitamin D,May 2014,1
62385,19916411000001108,39456020,2,Seven Seas Calcium and Vitamin D chewable tablets (Seven Seas Ltd),Calcium carbonate/Colecalciferol,400mg + 100unit,Chewable tablet,Oral,09060400,Vitamin D,February 2015,1
54561,18496011000001100,37847020,10,"Colecalciferol 6,000units/5ml oral suspension",Colecalciferol,1200unit/1ml,Oral suspension,Oral,09060400,Vitamin D,April 2013,1
48993,17326611000001100,37373020,243,"Solgar Vitamin D3 1,000unit capsules (Solgar Vitamin and Herb)",Colecalciferol,1000unit,Capsule,Oral,09060400,Vitamin D,January 2013,1
57070,22196611000001100,15413021,1,"E-D3 20,000unit tablets (Ennogen Healthcare Ltd)",Colecalciferol,20000unit,Tablet,Oral,09060400,Vitamin D,September 2013,1
63343,4933311000001104,14664020,0,Generic Crampex tablets,Colecalciferol/Calcium gluconate/Nicotinic acid,20microgram + 200mg + 20mg,Tablet,Oral,10020202,Other Muscle Relaxants,June 2015,1
70635,34585211000001108,77336021,879,Colecalciferol 400unit chewable tablets,Colecalciferol,400unit,Chewable tablet,Oral,09060400,Vitamin D,November 2017,1
21076,80535001000027100,58265020,26,Octovit Tablet (Goldshield Pharmaceuticals Ltd),Thiamine Nitrate/Vitamin A/Ascorbic Acid/Alpha Tocopheryl Acetate/Colecalciferol,,Tablet,Oral,09010101/09060700,Oral Iron/Multivitamin And Multimineral Preparations,February 2009,1
85989,39151711000001104,96322021,11,"ColeDose D3 5,000unit tablets (TriOn Pharma Ltd)",Colecalciferol,5000unit,Tablet,Oral,09060400,Vitamin D,April 2022,1
58181,21257211000001108,44933020,3,"ColeVit D3 30,000unit capsules (Sterling Pharmaceuticals Ltd)",Colecalciferol,30000unit,Capsule,Oral,09060400,Vitamin D,December 2013,1
61130,23656211000001100,21612021,2,D3 Lemon Melts 500unit tablets (Nutri Advanced Ltd),Colecalciferol,500unit,Orodispersible tablet,Oral,09060400,Vitamin D,September 2014,1
87901,40105811000001104,00467022,1,"Aactive D3 3,000unit tablets (TriOn Pharma Ltd)",Colecalciferol,3000unit,Tablet,Oral,09060400,Vitamin D,April 2023,1
45774,17527711000001104,99763020,57712,Colecalciferol 400unit capsules,Colecalciferol,400unit,Capsule,Oral,09060400,Vitamin D,August 2011,1
47079,16210911000001108,00651021,7293,"Colecalciferol 10,000unit capsules",Colecalciferol,10000unit,Capsule,Oral,09060400,Vitamin D,May 2012,1
66917,32400711000001108,65973021,147252,"Calci-D 1000mg/1,000unit chewable tablets (Forum Health Products Ltd)",Colecalciferol/Calcium carbonate,1000iu + 2.5gram,Chewable tablet,Oral,09060400,Vitamin D,July 2016,1
50213,19903611000001104,39405020,3432,"SunVit-D3 1,000unit tablets (SunVit-D3 Ltd)",Colecalciferol,1000unit,Tablet,Oral,09060400,Vitamin D,January 2013,1
78070,36446211000001104,83157021,214,ColeKal-D3 400unit capsules (Essential-Healthcare Ltd),Colecalciferol,400unit,Capsule,Oral,09060400,Vitamin D,October 2019,1
53678,20092711000001104,40230020,1,Neo-D 800units/ml oral drops (Neoceuticals Ltd),Colecalciferol,800unit/1ml,Oral drops,Oral,09060400,Vitamin D,February 2013,1
62600,27942311000001104,40474021,6693,"Plenachol D3 40,000unit capsules (Accord-UK Ltd)",Colecalciferol,40000unit,Capsule,Oral,09060400,Vitamin D,March 2015,1
7224,9526611000001108,89628020,25777,Alendronic acid 70mg / Colecalciferol 70microgram tablets,Colecalciferol/Alendronate sodium,70microgram + 70mg,Tablet,Oral,06060200,Bisphosphonates And Other Drugs Affecting Bone Metabolism,February 2009,1
69409,33581511000001108,71248021,365,SunVit-D3 800unit tablets (SunVit-D3 Ltd),Colecalciferol,800unit,Tablet,Oral,09060400,Vitamin D,May 2017,1
59043,23559611000001100,20677021,2433,Colecalciferol 200units/drop oral drops sugar free,Colecalciferol,200unit/1drop,Oral drops,Oral,09060400,Vitamin D,March 2014,1
59882,23649011000001104,21571021,214,"Vitamin D3 High Strength 5,000unit tablets (Nutri Advanced Ltd)",Colecalciferol,5000unit,Tablet,Oral,09060400,Vitamin D,May 2014,1
74353,35243711000001104,80258021,5,"Pro D3 3,200unit Vegan capsules (Synergy Biologics Ltd)",Colecalciferol,3200unit,Capsule,Oral,09060400,Vitamin D,January 2019,1
56944,22193011000001104,15407021,35,Vita-D3 400unit tablets (Forum Health Products Ltd),Colecalciferol,400unit,Tablet,Oral,09060400,Vitamin D,August 2013,1
51586,21215611000001108,45083020,182441,Desunin 800unit tablets (Viatris UK Healthcare Ltd),Colecalciferol,800unit,Tablet,Oral,09060400,Vitamin D,January 2013,1
62263,27942511000001108,40471021,2163,"Plenachol D3 20,000unit capsules (Accord-UK Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,January 2015,1
51645,13801511000001106,35168020,257,Colecalciferol 100unit / Calcium carbonate 400mg tablets,Calcium carbonate/Colecalciferol,400mg + 100unit,Tablet,Oral,09060400,Vitamin D,January 2013,1
48840,19372611000001108,38088020,9918,Colecalciferol 400unit tablets,Colecalciferol,400unit,Tablet,Oral,09060400,Vitamin D,January 2013,1
72064,34873211000001100,78887021,34,"SunVit-D3 2,500unit capsules (SunVit-D3 Ltd)",Colecalciferol,2500unit,Capsule,Oral,09060400,Vitamin D,April 2018,1
47188,19200011000001104,00657021,1543,"Colecalciferol 30,000unit capsules",Colecalciferol,30000unit,Capsule,Oral,09060400,Vitamin D,May 2012,1
69300,32410011000001104,65864021,46,"SunVit-D3 3,000unit tablets (SunVit-D3 Ltd)",Colecalciferol,3000unit,Tablet,Oral,09060400,Vitamin D,April 2017,1
54981,21256511000001108,44923020,21,"ColeVit D3 10,000unit capsules (Sterling Pharmaceuticals Ltd)",Colecalciferol,10000unit,Capsule,Oral,09060400,Vitamin D,May 2013,1
57351,22259711000001108,16251021,377,"Aciferol D3 2,000units/ml liquid (Rhodes Pharma Ltd)",Colecalciferol,2000unit/1ml,Oral solution,Oral,09060400,Vitamin D,October 2013,1
60526,24469411000001104,26608021,55995,"Fultium-D3 3,200unit capsules (Internis Pharmaceuticals Ltd)",Colecalciferol,3200unit,Capsule,Oral,09060400,Vitamin D,July 2014,1
74476,35437411000001108,81621021,254,"SunVit-D3 20,000unit capsules (SunVit-D3 Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,January 2019,1
55373,20091911000001104,40228020,75,DLux 400 oral spray (BetterYou Ltd),Colecalciferol,400unit/1dose,Not applicable,Route of administration not applicable,09060400,Vitamin D,May 2013,1
80901,38086711000001104,91527021,76,ColeKal-D3 Dissolve 400unit/1500mg effervescent tablets (Essential-Healthcare Ltd),Calcium carbonate/Colecalciferol,1.5gram + 400unit,Effervescent tablet,Oral,09060400,Vitamin D,June 2020,1
74501,35243511000001100,80247021,51,Pro D3 800unit Vegan capsules (Synergy Biologics Ltd),Colecalciferol,800unit,Capsule,Oral,09060400,Vitamin D,January 2019,1
9885,39697611000001104,60075020,54868,Colecalciferol 440unit / Calcium carbonate 1.25g effervescent granules sachets,Calcium carbonate/Colecalciferol,1.25gram + 440unit,Effervescent granules,Oral,09060400,Vitamin D,February 2009,1
69960,34261411000001104,75891021,6885,InVita D3 400unit capsules (Forum Health Products Ltd),Colecalciferol,400unit,Capsule,Oral,09060400,Vitamin D,July 2017,1
66128,23756311000001104,22906021,13,Kora LiquiD 3000units/ml oral solution (Kora Healthcare),Colecalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,May 2016,1
56541,22402711000001108,16249021,745,"Colecalciferol 10,000units/5ml oral solution",Colecalciferol,2000unit/1ml,Oral solution,Oral,09060400,Vitamin D,August 2013,1
63034,27707611000001108,40477021,431,"SunVit-D3 2,000unit tablets (SunVit-D3 Ltd)",Colecalciferol,2000unit,Tablet,Oral,09060400,Vitamin D,April 2015,1
85943,40328311000001104,00793022,1,"Healthmarque D3 1,000unit oral drops (Kinerva Ltd)",Colecalciferol,1000unit/1drop,Oral drops,Oral,09060400,Vitamin D,April 2022,1
52447,20457011000001108,41653020,375,D-Pearls 800unit capsules (Pharma Nord (UK) Ltd),Colecalciferol,800unit,Capsule,Oral,09060400,Vitamin D,January 2013,1
72927,30759311000001104,60060021,1,Colecalciferol 400unit capsules (AM Distributions (Yorkshire) Ltd),Colecalciferol,400unit,Capsule,Oral,09060400,Vitamin D,August 2018,1
83336,39152711000001104,96218021,2,"ColeDose D3 25,000unit tablets (TriOn Pharma Ltd)",Colecalciferol,25000unit,Tablet,Oral,09060400,Vitamin D,March 2021,1
66764,16073111000001104,36798020,801,"Colecalciferol 2,000unit capsules",Colecalciferol,2000unit,Capsule,Oral,09060400,Vitamin D,July 2016,1
49993,18781011000001100,37997020,147,"Colecalciferol 1,000units/ml oral solution",Colecalciferol,1000unit/1ml,Oral solution,Oral,09060400,Vitamin D,January 2013,1
62885,28003611000001108,42975021,466293,"Stexerol-D3 1,000unit tablets (Kyowa Kirin International UK NewCo Ltd)",Colecalciferol,1000unit,Tablet,Oral,09060400,Vitamin D,April 2015,1
40276,15219311000001100,96828020,827,Sandocal+D 600 effervescent tablets (Novartis Consumer Health UK Ltd),Calcium lactate gluconate/Calcium carbonate/Colecalciferol,1.358gram + 1.05gram + 400unit,Effervescent tablet,Oral,09060400,Vitamin D,September 2009,1
